,firstlevelIDs,collegeID_id,rank
939,814,11413,D
940,814,10216,D
941,814,11078,D
942,814,10126,D
943,814,10626,D
944,814,10385,D
945,814,10225,D
946,814,10184,D
947,814,10224,D
948,814,10759,D
949,814,10389,D
950,814,10755,D
951,814,10151,D
952,814,10304,D
953,702,10247,A
954,702,10027,A
955,702,10487,A
956,702,10269,B
957,702,10384,B
958,702,10610,B
959,702,10007,B
960,702,10486,B
961,702,10651,B
962,702,10141,B
963,702,10701,B
964,702,10287,C
965,702,106111,C
966,702,10511,C
967,702,10054,C
968,702,10532,C
969,702,10008,C
970,702,11415,C
971,702,10251,C
972,702,10286,C
973,702,10730,C
974,702,10255,C
975,702,10697,C
976,702,10010,C
977,702,10028,C
978,702,10403,C
979,702,10140,C
980,702,10319,D
981,702,10491,D
982,702,10126,D
983,702,10216,D
984,702,10359,D
985,702,11078,D
986,702,10635,D
987,702,10336,D
988,702,10011,D
989,702,10626,D
990,702,10327,D
991,702,10225,D
992,702,11065,D
993,702,10459,D
994,702,10386,D
995,702,10184,D
996,702,10224,D
997,702,10657,D
998,702,10593,D
999,702,10385,D
1000,702,10759,D
1001,702,10755,D
1002,702,10151,D
1003,702,10389,D
1004,702,10304,D
1005,810,10027,A
1006,810,10007,A
1007,810,10610,A
1008,810,10013,B
1009,810,10030,B
1010,810,10532,B
1011,810,10141,B
1012,810,10487,B
1013,810,10287,B
1014,810,10651,B
1015,810,10701,C
1016,810,10511,C
1017,810,10033,C
1018,810,10280,C
1019,810,10286,C
1020,810,10251,C
1021,810,11415,C
1022,810,106111,C
1023,810,10028,C
1024,810,10295,C
1025,810,11078,C
1026,810,10022,C
1027,810,10336,C
1028,810,10271,C
1029,810,10359,D
1030,810,10697,D
1031,810,10626,D
1032,810,10491,D
1033,810,10403,D
1034,810,10216,D
1035,810,10140,D
1036,810,10385,D
1037,810,10635,D
1038,810,10010,D
1039,810,10126,D
1040,810,10386,D
1041,810,10225,D
1042,810,10184,D
1043,810,10319,D
1044,810,10593,D
1045,810,10755,D
1046,810,10151,D
1047,810,10759,D
1048,810,10389,D
1049,810,10459,D
1050,810,10304,D
1051,504,10532,A
1052,504,10033,A
1053,504,10486,B
1054,504,10359,B
1055,504,10701,B
1056,504,10002,C
1057,504,11413,C
1058,504,10635,C
1059,504,10028,C
1060,504,10697,C
1061,504,10491,C
1062,504,10287,D
1063,504,10336,D
1064,504,10755,D
1065,504,10280,D
1066,504,10151,D
1067,504,10140,D
1068,504,10657,D
1069,504,10759,D
1070,504,10319,D
1071,202,10487,A
1072,202,10027,A
1073,202,10269,A
1074,202,10610,B
1075,202,10511,B
1076,202,10141,B
1077,202,10651,B
1078,202,10287,B
1079,202,10532,B
1080,202,10008,B
1081,202,10635,C
1082,202,10028,C
1083,202,10730,C
1084,202,10033,C
1085,202,10701,C
1086,202,106111,C
1087,202,10286,C
1088,202,11415,C
1089,202,10022,C
1090,202,10295,C
1091,202,10319,C
1092,202,10697,C
1093,202,10251,C
1094,202,10010,C
1095,202,10359,C
1096,202,10384,D
1097,202,10225,D
1098,202,10327,D
1099,202,10491,D
1100,202,10626,D
1101,202,10336,D
1102,202,10011,D
1103,202,10140,D
1104,202,11413,D
1105,202,10403,D
1106,202,10385,D
1107,202,10126,D
1108,202,10216,D
1109,202,11078,D
1110,202,10280,D
1111,202,10224,D
1112,202,11065,D
1113,202,10759,D
1114,202,10184,D
1115,202,10593,D
1116,202,10755,D
1117,202,10151,D
1118,202,10389,D
1119,202,10304,D
1120,503,10246,A
1121,503,10002,A
1122,503,10486,A
1123,503,10030,B
1124,503,10269,B
1125,503,10033,B
1126,503,10610,B
1127,503,10511,B
1128,503,10487,B
1129,503,10004,C
1130,503,10247,C
1131,503,10459,C
1132,503,10027,C
1133,503,10651,C
1134,503,106111,C
1135,503,10384,C
1136,503,10532,C
1137,503,10271,C
1138,503,10701,C
1139,503,10141,C
1140,503,10635,C
1141,503,10403,C
1142,503,10276,D
1143,503,10697,D
1144,503,10043,D
1145,503,10657,D
1146,503,10255,D
1147,503,10730,D
1148,503,10011,D
1149,503,10319,D
1150,503,10140,D
1151,503,11065,D
1152,503,10593,D
1153,503,10710,D
1154,503,10286,D
1155,503,10327,D
1156,503,10385,D
1157,503,10126,D
1158,503,10759,D
1159,503,10336,D
1160,503,10755,D
1161,503,10184,D
1162,503,10304,D
1163,201,10246,A
1164,201,10002,A
1165,201,10027,A
1166,201,10357,A
1167,201,10384,B
1168,201,10030,B
1169,201,10486,B
1170,201,10013,B
1171,201,10487,B
1172,201,10610,B
1173,201,10651,B
1174,201,10033,B
1175,201,106111,B
1176,201,10532,C
1177,201,10511,C
1178,201,10287,C
1179,201,10271,C
1180,201,10251,C
1181,201,10008,C
1182,201,10054,C
1183,201,10280,C
1184,201,10276,C
1185,201,10491,C
1186,201,10028,C
1187,201,10255,C
1188,201,10635,C
1189,201,10022,C
1190,201,10043,C
1191,201,10286,C
1192,201,10010,C
1193,201,10140,C
1194,201,10697,D
1195,201,10459,D
1196,201,10730,D
1197,201,10593,D
1198,201,10327,D
1199,201,10295,D
1200,201,10657,D
1201,201,11415,D
1202,201,10336,D
1203,201,11065,D
1204,201,10011,D
1205,201,10710,D
1206,201,10403,D
1207,201,11078,D
1208,201,10225,D
1209,201,10626,D
1210,201,10216,D
1211,201,10359,D
1212,201,10386,D
1213,201,10184,D
1214,201,10385,D
1215,201,10319,D
1216,201,10126,D
1217,201,10759,D
1218,201,10755,D
1219,201,10389,D
1220,201,10151,D
1221,201,10224,D
1222,201,10304,D
1223,816,10247,A
1224,816,10486,B
1225,816,106111,B
1226,816,10286,C
1227,816,10002,C
1228,816,10491,C
1229,816,11415,C
1230,816,10359,D
1231,816,10710,D
1232,816,11413,D
1233,816,10319,D
1234,816,10755,D
1235,816,10657,D
1236,811,10007,A
1237,811,10610,B
1238,811,10287,B
1239,811,10141,B
1240,811,10286,C
1241,811,10701,C
1242,811,10251,C
1243,811,10403,C
1244,811,10697,C
1245,811,10657,D
1246,811,10386,D
1247,811,10359,D
1248,811,10216,D
1249,811,10755,D
1250,811,10459,D
1251,811,10304,D
1252,705,10027,A
1253,705,10511,A
1254,705,10269,B
1255,705,10486,B
1256,705,10635,B
1257,705,10028,B
1258,705,10386,B
1259,705,11415,C
1260,705,10730,C
1261,705,10043,C
1262,705,106111,C
1263,705,10319,C
1264,705,10710,C
1265,705,10022,C
1266,705,10491,C
1267,705,10126,C
1268,705,10626,D
1269,705,10359,D
1270,705,10657,D
1271,705,10385,D
1272,705,10697,D
1273,705,11078,D
1274,705,10225,D
1275,705,10327,D
1276,705,10184,D
1277,705,10224,D
1278,705,10755,D
1279,705,10151,D
1280,705,10759,D
1281,705,10389,D
1282,705,10304,D
1283,819,10247,A
1284,819,10610,A
1285,819,10287,B
1286,819,10701,B
1287,819,10141,B
1288,819,10532,B
1289,819,10403,C
1290,819,106111,C
1291,819,10295,C
1292,819,10008,C
1293,819,10246,C
1294,819,10022,C
1295,819,10336,C
1296,819,10255,C
1297,819,10251,C
1298,819,10386,D
1299,819,10730,D
1300,819,10359,D
1301,819,10491,D
1302,819,10216,D
1303,819,10385,D
1304,819,10225,D
1305,819,10626,D
1306,819,10657,D
1307,819,10224,D
1308,819,10755,D
1309,819,11065,D
1310,819,10304,D
1311,501,10701,A
1312,501,10486,B
1313,501,10487,B
1314,501,10511,B
1315,501,10028,C
1316,501,10610,C
1317,501,10286,C
1318,501,10319,C
1319,501,10635,C
1320,501,10657,D
1321,501,10403,D
1322,501,10697,D
1323,501,10459,D
1324,501,10385,D
1325,501,10184,D
1326,501,10759,D
1327,501,10755,D
1328,701,10246,A
1329,701,10247,A
1330,701,10027,A
1331,701,10269,B
1332,701,10357,B
1333,701,10610,B
1334,701,10487,B
1335,701,10701,B
1336,701,10007,B
1337,701,10033,B
1338,701,10486,B
1339,701,10141,C
1340,701,10651,C
1341,701,106111,C
1342,701,10511,C
1343,701,10532,C
1344,701,10384,C
1345,701,10459,C
1346,701,10251,C
1347,701,10286,C
1348,701,10028,C
1349,701,10403,C
1350,701,10008,C
1351,701,10255,C
1352,701,10054,C
1353,701,10730,C
1354,701,10491,D
1355,701,10327,D
1356,701,10295,D
1357,701,10010,D
1358,701,10336,D
1359,701,10635,D
1360,701,10697,D
1361,701,10043,D
1362,701,10386,D
1363,701,10319,D
1364,701,11413,D
1365,701,10126,D
1366,701,10011,D
1367,701,10657,D
1368,701,11065,D
1369,701,10710,D
1370,701,10140,D
1371,701,11078,D
1372,701,10385,D
1373,701,10184,D
1374,701,10593,D
1375,701,10151,D
1376,701,10755,D
1377,701,10304,D
1378,825,10013,A
1379,825,10007,B
1380,825,10610,B
1381,825,10384,C
1382,825,10287,C
1383,825,106111,C
1384,825,10701,D
1385,825,10336,D
1386,825,11078,D
1387,825,10280,D
1388,825,10755,D
1389,903,10027,A
1390,903,11415,B
1391,903,10022,B
1392,903,10255,B
1393,903,10697,C
1394,903,10491,C
1395,903,10635,C
1396,903,10626,C
1397,903,10224,C
1398,903,10657,D
1399,903,10319,D
1400,903,10593,D
1401,903,10151,D
1402,903,10755,D
1403,903,10389,D
1404,903,10759,D
1405,822,10246,A
1406,822,10284,B
1407,822,10006,B
1408,822,10247,C
1409,822,106111,C
1410,822,10701,C
1411,822,10486,C
1412,822,10610,D
1413,822,10008,D
1414,822,10710,D
1415,822,10010,D
1416,822,10593,D
1417,822,10255,D
1418,907,10459,A
1419,907,10247,B
1420,907,106111,B
1421,907,10487,B
1422,907,10022,C
1423,907,10359,C
1424,907,10251,C
1425,907,10635,C
1426,907,10626,C
1427,907,10385,C
1428,907,10225,D
1429,907,10657,D
1430,907,11078,D
1431,907,10386,D
1432,907,10224,D
1433,907,10184,D
1434,907,10593,D
1435,907,10389,D
1436,907,10759,D
1437,904,10697,A
1438,904,10022,B
1439,904,10635,B
1440,904,10626,C
1441,904,10225,C
1442,904,10657,C
1443,904,10224,D
1444,904,10184,D
1445,904,10389,D
1446,904,10593,D
1447,904,10759,D
1448,1002,10610,A
1449,1002,10487,B
1450,1002,10247,B
1451,1002,10486,B
1452,1002,10284,C
1453,1002,10384,C
1454,1002,10295,C
1455,1002,10459,C
1456,1002,10730,C
1457,1002,10403,D
1458,1002,11065,D
1459,1002,10697,D
1460,1002,10385,D
1461,1002,10184,D
1462,1002,10759,D
1463,1002,10304,D
1464,1001,10248,A
1465,1001,10487,B
1466,1001,10610,B
1467,1001,10403,B
1468,1001,10730,C
1469,1001,10626,C
1470,1001,11065,C
1471,1001,10635,C
1472,1001,10225,D
1473,1001,10224,D
1474,1001,10593,D
1475,1001,10759,D
1476,1001,10184,D
1477,1001,10389,D
1478,1001,10304,D
1479,402,10006,A
1480,402,10284,A
1481,402,10002,B
1482,402,10336,B
1483,402,10027,B
1484,402,10269,B
1485,402,10247,B
1486,402,10013,B
1487,402,10486,C
1488,402,10459,C
1489,402,10008,C
1490,402,10532,C
1491,402,10004,C
1492,402,10511,C
1493,402,10028,C
1494,402,10280,C
1495,402,10010,C
1496,402,10255,C
1497,402,10610,C
1498,402,10635,C
1499,402,10403,D
1500,402,10286,D
1501,402,10386,D
1502,402,10295,D
1503,402,10384,D
1504,402,10022,D
1505,402,11078,D
1506,402,10657,D
1507,402,11065,D
1508,402,10043,D
1509,402,10319,D
1510,402,11415,D
1511,402,10730,D
1512,402,10385,D
1513,402,10759,D
1514,402,10184,D
1515,402,10126,D
1516,402,10304,D
1517,1003,10486,A
1518,1003,10487,B
1519,1003,10247,B
1520,1003,10610,C
1521,1003,10384,C
1522,1003,10403,C
1523,1003,10730,C
1524,1003,11065,D
1525,1003,10459,D
1526,1003,10759,D
1527,1003,10184,D
1528,1003,10284,D
1529,1003,10304,D
1530,1203,10247,A
1531,1203,10284,A
1532,1203,10336,B
1533,1203,10007,B
1534,1203,10002,B
1535,1203,10280,C
1536,1203,10004,C
1537,1203,10635,C
1538,1203,10140,C
1539,1203,10255,C
1540,1203,10022,C
1541,1203,10657,D
1542,1203,10043,D
1543,1203,10403,D
1544,1203,10224,D
1545,1203,10184,D
1546,1203,10730,D
1547,1203,10626,D
1548,1203,10385,D
1549,1203,10759,D
1550,1203,10389,D
1551,815,10487,A
1552,815,10610,B
1553,815,10486,B
1554,815,10141,B
1555,815,10054,C
1556,815,10403,C
1557,815,10730,C
1558,815,10043,C
1559,815,10359,C
1560,815,10657,D
1561,815,10593,D
1562,815,10626,D
1563,815,10710,D
1564,815,10386,D
1565,815,10224,D
1566,815,10759,D
1567,1007,10486,A
1568,1007,10487,A
1569,1007,10610,B
1570,1007,10384,B
1571,1007,10251,B
1572,1007,106111,C
1573,1007,10295,C
1574,1007,10403,C
1575,1007,10359,C
1576,1007,10730,C
1577,1007,10635,C
1578,1007,11065,D
1579,1007,10657,D
1580,1007,10626,D
1581,1007,10593,D
1582,1007,10224,D
1583,1007,10385,D
1584,1007,10184,D
1585,1007,10759,D
1586,1007,10304,D
1587,1204,10002,A
1588,1204,10487,A
1589,1204,10384,A
1590,1204,10287,B
1591,1204,10610,B
1592,1204,10486,B
1593,1204,10013,B
1594,1204,106111,B
1595,1204,10269,B
1596,1204,10511,C
1597,1204,10033,C
1598,1204,10459,C
1599,1204,10141,C
1600,1204,10054,C
1601,1204,10403,C
1602,1204,10276,C
1603,1204,10028,C
1604,1204,10697,C
1605,1204,10271,C
1606,1204,10010,C
1607,1204,10491,C
1608,1204,10730,D
1609,1204,10635,D
1610,1204,10126,D
1611,1204,10043,D
1612,1204,10216,D
1613,1204,10386,D
1614,1204,10286,D
1615,1204,11065,D
1616,1204,10251,D
1617,1204,10319,D
1618,1204,10657,D
1619,1204,10385,D
1620,1204,10593,D
1621,1204,10710,D
1622,1204,10759,D
1623,1204,10327,D
1624,1204,10389,D
1625,1204,10151,D
1626,1204,10304,D
1627,1004,10487,A
1628,1004,10610,A
1629,1004,10280,B
1630,1004,10030,B
1631,1004,10384,B
1632,1004,10486,C
1633,1004,11065,C
1634,1004,10022,C
1635,1004,10730,C
1636,1004,10403,C
1637,1004,10511,C
1638,1004,10336,D
1639,1004,10626,D
1640,1004,10759,D
1641,1004,10184,D
1642,1004,10532,D
1643,1004,10657,D
1644,1004,10459,D
1645,1004,10389,D
1646,1004,10304,D
1647,832,10610,A
1648,832,10251,B
1649,832,10359,B
1650,832,10295,C
1651,832,10635,C
1652,832,10126,C
1653,832,10626,D
1654,832,10011,D
1655,832,10327,D
1656,832,10759,D
1657,832,10389,D
1658,828,10635,A
1659,828,10626,B
1660,828,10224,C
1661,828,10389,C
1662,828,10593,D
1663,828,10759,D
1664,902,10022,A
1665,902,10635,B
1666,902,10626,C
1667,902,10385,C
1668,902,10224,C
1669,902,10126,D
1670,902,10593,D
1671,902,10389,D
1672,902,10759,D
1673,704,10002,A
1674,704,10284,B
1675,704,10027,B
1676,704,10701,B
1677,704,10247,C
1678,704,10486,C
1679,704,10384,C
1680,704,106111,C
1681,704,10532,C
1682,704,10008,C
1683,704,10028,D
1684,704,10004,D
1685,704,10459,D
1686,704,11415,D
1687,704,10319,D
1688,704,10386,D
1689,704,10140,D
1690,704,10126,D
1691,823,10247,A
1692,823,10004,B
1693,823,10287,B
1694,823,10286,C
1695,823,10359,C
1696,823,10710,C
1697,823,10043,C
1698,823,10126,C
1699,823,10225,D
1700,823,10386,D
1701,823,10151,D
1702,823,10657,D
1703,823,10389,D
1704,823,10304,D
1705,804,10013,A
1706,804,10287,A
1707,804,10487,B
1708,804,10251,B
1709,804,10701,B
1710,804,10532,C
1711,804,106111,C
1712,804,10359,C
1713,804,11415,C
1714,804,10710,C
1715,804,10336,C
1716,804,11413,D
1717,804,10140,D
1718,804,10491,D
1719,804,10010,D
1720,804,10216,D
1721,804,10403,D
1722,804,10385,D
1723,804,10151,D
1724,804,10304,D
1725,304,10511,A
1726,304,10269,B
1727,304,10384,B
1728,304,10730,C
1729,304,10635,C
1730,304,10657,C
1731,304,10710,D
1732,304,10184,D
1733,304,10701,D
1734,304,10126,D
1735,304,10389,D
1736,101,10610,A
1737,101,10459,B
1738,101,10269,B
1739,101,10486,B
1740,101,10635,C
1741,101,10403,C
1742,101,10701,C
1743,101,10028,C
1744,101,10487,C
1745,101,10730,C
1746,101,10141,D
1747,101,10126,D
1748,101,10140,D
1749,101,10697,D
1750,101,10385,D
1751,101,10657,D
1752,101,10593,D
1753,101,10319,D
1754,403,10033,A
1755,403,10271,B
1756,403,10459,C
1757,403,10140,C
1758,403,11078,C
1759,403,10327,D
1760,403,10043,D
1761,403,10657,D
1762,706,10271,A
1763,706,10730,B
1764,706,10491,C
1765,706,10126,D
1766,706,10013,D
1767,908,10276,A
1768,908,10403,B
1769,908,10730,B
1770,908,10327,C
1771,908,10626,C
1772,908,10697,C
1773,908,10224,D
1774,908,10635,D
1775,908,10389,D
1776,908,10593,D
1777,801,10487,A
1778,801,10286,B
1779,801,10486,B
1780,801,106111,C
1781,801,10008,C
1782,801,10054,C
1783,801,10141,D
1784,801,10657,D
1785,801,10319,D
1786,801,10224,D
1787,707,10487,A
1788,707,10384,B
1789,707,10336,C
1790,707,11415,C
1791,707,10491,C
1792,707,10319,D
1793,707,10593,D
1794,707,10151,D
1795,707,10304,D
1796,824,10141,A
1797,824,10487,B
1798,824,10336,C
1799,824,10151,D
1800,1005,10384,A
1801,1005,10184,B
1802,1108,10385,A
1803,708,10710,A
1804,708,10491,B
1805,708,11413,C
1806,708,11415,D
1807,818,10730,A
1808,818,10389,B
1809,1205,10610,A
1810,1205,10486,B
1811,1205,10403,C
1812,1205,10697,D
1813,1205,10140,D
1814,826,10007,A
1815,829,10225,A
1816,829,10022,B
1817,305,10610,A
1818,305,10730,B
1819,305,10043,C
