major,firstDiscipline,SubjectCategory
世界史,世界史,历史学
中医学,中医学,医学
中医学（厦门大学马来西亚分校）,中医学,医学
中国少数民族语言文学,中国语言文学,文学
中国少数民族语言文学（文史）,中国语言文学,文学
中国少数民族语言文学（朝鲜语言文学）,中国语言文学,文学
中国少数民族语言文学（朝鲜语言文学）（中韩翻译）,中国语言文学,文学
中国少数民族语言文学（理工）,中国语言文学,文学
中国少数民族语言文学（维吾尔语言/普通类）,中国语言文学,文学
中国语言文学类,中国语言文学,文学
中国语言文学类(含汉语言文学(基地班)、秘书学、古典文献学),中国语言文学,文学
中国语言文学类(汉语国际教育、汉语言文学),中国语言文学,文学
中国语言文学类(汉语言文学、汉语国际教育),中国语言文学,文学
中国语言文学类(汉语言文学、秘书学)(含国家文科基地班),中国语言文学,文学
中国语言文学类(茅以升学院),中国语言文学,文学
中国语言文学类（单列类）,中国语言文学,文学
中国语言文学类（普通类）,中国语言文学,文学
中国语言文学类（汉语国际教育、汉语言、汉语言文学）,中国语言文学,文学
中国语言文学类（汉语国际教育、汉语言）,中国语言文学,文学
中国语言文学类（汉语言文学、汉语国际教育）,中国语言文学,文学
中国语言文科学类,中国语言文学,文学
中草药栽培与鉴定,中药学,医学
中药学,中药学,医学
中药学类,中药学,医学
中药资源与开发,中药学,医学
中西医临床医学,临床医学,医学
临床医学,临床医学,医学
临床医学 ,临床医学,医学
临床医学('5+3'一体化),临床医学,医学
临床医学(5+3),临床医学,医学
临床医学(5+3一体化),临床医学,医学
"临床医学(5+3一体化,儿科医学)",临床医学,医学
临床医学(5+3一体化培养),临床医学,医学
临床医学(专项理）,临床医学,医学
临床医学(五加三一体化),临床医学,医学
临床医学(五年),临床医学,医学
临床医学(儿科医学),临床医学,医学
临床医学(免费医学定向),临床医学,医学
临床医学(八年),临床医学,医学
临床医学(八年制),临床医学,医学
临床医学(口腔),临床医学,医学
临床医学(含拔尖创新人才试点班)(学制为5+3医),临床医学,医学
临床医学(本博连读),临床医学,医学
临床医学(本硕连读),临床医学,医学
临床医学(汉语),临床医学,医学
临床医学类,临床医学,医学
临床医学类 ,临床医学,医学
临床医学类（5+3规培）,临床医学,医学
临床医学类（5+3规培）（医学）,临床医学,医学
临床医学类（中外合作办学）,临床医学,医学
临床医学类（医学）,临床医学,医学
临床医学类（国家专项医）,临床医学,医学
临床医学类（国家专项理）,临床医学,医学
临床医学类（定向）,临床医学,医学
临床医学类（高校专项理）,临床医学,医学
临床医学（5+3一体化培养）,临床医学,医学
临床医学（5+3一体化）,临床医学,医学
临床医学（5+3）,临床医学,医学
临床医学（5+3，儿科学）,临床医学,医学
临床医学（5+3，儿科方向）,临床医学,医学
临床医学（5加3一体化培养）,临床医学,医学
临床医学（5＋3，儿科学）,临床医学,医学
临床医学（“5+3”一体化）,临床医学,医学
临床医学（专科）,临床医学,医学
临床医学（五年制本科）,临床医学,医学
临床医学（五年制）,临床医学,医学
临床医学（五年）,临床医学,医学
临床医学（儿科学创新班，“5+3”一体化）,临床医学,医学
临床医学（儿科学创新班，学制：5+3医）,临床医学,医学
临床医学（全英预备班，“5+3”一体化）,临床医学,医学
临床医学（全英预备班，学制：5+3医）,临床医学,医学
临床医学（八年制）,临床医学,医学
临床医学（八年）,临床医学,医学
临床医学（六年、临床医学专业中德实验班）,临床医学,医学
临床医学（六年制中德实验班）,临床医学,医学
临床医学（分院）,临床医学,医学
临床医学（口腔医学）,临床医学,医学
临床医学（国家贫困专项）,临床医学,医学
临床医学（学制5年）,临床医学,医学
临床医学（学制：5+3医）,临床医学,医学
临床医学（定向）,临床医学,医学
临床医学（本硕博贯通培养）,临床医学,医学
临床医学（民考汉）,临床医学,医学
临床医学（联合培养预备班，“5+3”一体化）,临床医学,医学
临床医学（贯通培养）,临床医学,医学
临床药学,临床医学,医学
临床药学 ,临床医学,医学
临床药学（五年制）,临床医学,医学
临床药学（五年）,临床医学,医学
交通工程,交通运输工程,工学
交通工程??????????? （国际工程班）,交通运输工程,工学
交通工程（单列）,交通运输工程,工学
交通工程（国际工程班）,交通运输工程,工学
交通工程（普通类）,交通运输工程,工学
交通管理,交通运输工程,工学
交通设备与控制工程,交通运输工程,工学
交通设备与控制工程（中白联合培养）,交通运输工程,工学
交通运输,交通运输工程,工学
交通运输(城市轨道交通方向),交通运输工程,工学
交通运输类,交通运输工程,工学
交通运输类(茅以升学院),交通运输工程,工学
交通运输类（含交通运输、交通工程、汽车服务工程、道路桥梁与渡河工程、物流工程）,交通运输工程,工学
交通运输类（含交通运输、交通工程、汽车服务工程、道路桥梁与渡河工程、物流工程） 国家专项,交通运输工程,工学
交通运输类（汉）,交通运输工程,工学
交通运输类（汽车学院）,交通运输工程,工学
交通运输类（经管学院）,交通运输工程,工学
交通运输（机场运行与管理）,交通运输工程,工学
交通运输（民航机务工程）,交通运输工程,工学
交通运输（民航电子电气工程）,交通运输工程,工学
交通运输（民航运输管理）,交通运输工程,工学
交通运输（空中交通管制与签派）,交通运输工程,工学
人力资源管理,工商管理,管理学
人力资源管理(商学院),管理科学与工程,管理学
人力资源管理(管理学院),管理科学与工程,管理学
人力资源管理科,管理科学与工程,管理学
人力资源管理（人力资源管理、公共事业管理）,公共管理,管理学
人力资源管理（含公共事业管理专业、人力资源管理专业）,公共管理,管理学
人工智能,计算机科学与技术,工学
人文地理与城乡规划,城乡规划学,工学
人文地理与城乡规划(单列),城乡规划学,工学
人文地理与城乡规划(南疆单列),城乡规划学,工学
人文地理与城乡规划（汉）,城乡规划学,工学
人文社科类,社会学,法学
人文科地理科与城乡规划,城乡规划学,工学
人文科学试验班,社会学,法学
人文科学试验班(人文艺术传播类),社会学,法学
人文科学试验班(弘毅学堂),社会学,法学
"人文科学试验班(文学与史学,匡亚明班)",社会学,法学
人文科学试验班（匡亚明班）（汉语言文学、历史学）,中国语言文学,文学
人文科学试验班（可选专业：汉语言文学、历史、哲学）,中国语言文学,文学
人文科学试验班（可选专业：汉语言文学、历史学、哲学）,中国语言文学,文学
人文科学试验班（国学方向）,中国语言文学,文学
人文科学试验班（文学与史学，匡亚明班）,中国语言文学,文学
人文科学试验班（民考汉）,中国语言文学,文学
人文科学试验班（汉语言文学、历史学、哲学、法学）,中国语言文学,文学
仪器类（含测控技术与仪器、电气工程及其自动化）,轻工技术与工程,工学
仿生科学与工程,材料科学与工程,工学
会展经济与管理,应用经济学,经济学
会展经济与管理科,应用经济学,经济学
会计学,应用经济学,经济学
会计学 ,应用经济学,经济学
会计学  (  双培计划  ),应用经济学,经济学
会计学  (  外培计划  ),应用经济学,经济学
会计学#H,应用经济学,经济学
会计学(ACCA),应用经济学,经济学
会计学(中外合作办学),应用经济学,经济学
会计学(会计学类),应用经济学,经济学
会计学(含会计学、财务管理),应用经济学,经济学
会计学(含会计学、财务管理、审计学),应用经济学,经济学
会计学(商学院),应用经济学,经济学
会计学(国际会计师),应用经济学,经济学
会计学(按会计学类培养),应用经济学,经济学
会计学(按会计学类培养)(含会计学、财务管理、审计学),应用经济学,经济学
会计学(按会计学类培养，会计学、财务管理、审,应用经济学,经济学
会计学(按会计学类培养，含会计学、财务管理、,应用经济学,经济学
会计学(按会计学类培养，含会计学、财务管理、审计学),应用经济学,经济学
会计学(管理学院),应用经济学,经济学
会计学(藏),应用经济学,经济学
会计学类,应用经济学,经济学
会计学（ACCA方向）,应用经济学,经济学
会计学（ACCA）,应用经济学,经济学
会计学（中外合作办学）,应用经济学,经济学
会计学（会计学、财务管理、审计学）,应用经济学,经济学
会计学（厦门大学与爱尔兰都柏林商学院合作举办）,应用经济学,经济学
会计学（厦门大学马来西亚分校）,应用经济学,经济学
会计学（双语实验班）,应用经济学,经济学
会计学（含会计学、财务管理、信用管理、经济学专业）,应用经济学,经济学
会计学（含会计学、财务管理、信用管理、经济学）,应用经济学,经济学
会计学（含会计学、财务管理专业）,应用经济学,经济学
会计学（含会计学、财务管理）,应用经济学,经济学
会计学（国防生）,应用经济学,经济学
会计学（国际会计师）,应用经济学,经济学
会计学（按会计学类培养）,应用经济学,经济学
会计学（按会计学类培养，含会计学、财务管理、审计学）,应用经济学,经济学
会计学（智能会计）,应用经济学,经济学
会计学（汉）,应用经济学,经济学
会计学（注会实验班）,应用经济学,经济学
会计学（注册会计师专门化方向）,应用经济学,经济学
会计学（注册会计师）,应用经济学,经济学
会计学（茶学院）,应用经济学,经济学
传播学,新闻传播学,文学
传播学(媒体市场调查与分析方向),新闻传播学,文学
传播学(新媒体方向),新闻传播学,文学
传播学(网络编辑方向),新闻传播学,文学
传播学（媒体市场调查与分析方向）,新闻传播学,文学
传播学（新媒体传播方向）,新闻传播学,文学
传播学（新媒体方向）,新闻传播学,文学
传播学（网络传播）,新闻传播学,文学
传播学（网络新媒体方向）,新闻传播学,文学
体育学类,体育学,教育学
体育经济与管理,应用经济学,经济学
俄语,外国语言文学,文学
俄语 ,外国语言文学,文学
俄语（俄语翻译）,外国语言文学,文学
俄语（单列类）,外国语言文学,文学
俄语（单列）,外国语言文学,文学
俄语（小语种）,外国语言文学,文学
俄语（文史）,外国语言文学,文学
俄语（普通类）,外国语言文学,文学
俄语（理工）,外国语言文学,文学
俄语（金融）,外国语言文学,文学
保密管理,工商管理,管理学
保险学,工商管理,管理学
保险学  (  保险与风险管理  ),工商管理,管理学
保险学  (  保险精算  ),工商管理,管理学
保险学（精算双语实验班）,工商管理,管理学
保险学（财务与会计双语实验班）,工商管理,管理学
信息与计算科学,计算机科学与技术,工学
信息与计算科学（单列）,计算机科学与技术,工学
信息与计算科学（普通类）,信息与通信工程,工学
信息与通信工程类,信息与通信工程,工学
信息安全,网络空间安全,工学
信息安全(中外合作办学),安全科学与工程,工学
信息安全(按网络空间安全类培养),网络空间安全,工学
信息安全(民),网络空间安全,工学
信息安全(网络空间安全类),网络空间安全,工学
信息安全（单列四年）,网络空间安全,工学
信息安全（单列类）,网络空间安全,工学
信息安全（单列）,网络空间安全,工学
信息安全（按网络空间安全类招生）,网络空间安全,工学
信息安全（普通类）,信息与通信工程,工学
信息对抗技术,公安技术,工学
信息工程,信息与通信工程,工学
信息工程(第三、四学年在无锡培养),信息与通信工程,工学
信息工程（第四年在无锡培养）,信息与通信工程,工学
信息工程（航天信息应用）,信息与通信工程,工学
信息科学技术,信息与通信工程,工学
信息科学技术(民族班),信息与通信工程,工学
信息管理与信息系统,信息与通信工程,工学
信息管理与信息系统 ,信息与通信工程,工学
信息管理与信息系统(公共卫生学院),信息与通信工程,工学
信息管理与信息系统(商学院),信息与通信工程,工学
信息管理与信息系统(定向),信息与通信工程,工学
信息管理与信息系统(管理学院),信息与通信工程,工学
信息管理与信息系统(计算机信息网络),信息与通信工程,工学
信息管理与信息系统类,信息与通信工程,工学
信息管理与信息系统（五年）,信息与通信工程,工学
信息管理与信息系统（医学信息）,信息与通信工程,工学
信息管理与信息系统（商务智能方向）,信息与通信工程,工学
信息管理与信息系统（国家专项计划）,信息与通信工程,工学
信息管理与信息系统（大数据与商务分析方向）,信息与通信工程,工学
信息管理与信息系统（大数据与商务分析）,信息与通信工程,工学
信息管理与信息系统（定向）,信息与通信工程,工学
信息管理与信息系统（管理信息方向）,信息与通信工程,工学
信息管理学与信息系统,信息与通信工程,工学
信息管理科与信息系统,信息与通信工程,工学
信息资源管理,工商管理,管理学
信息资源管理（民考汉）,工商管理,管理学
信用管理,工商管理,管理学
僧伽罗语,外国语言文学,文学
儿科学,基础医学,医学
儿科学(五年),基础医学,医学
儿科学（五年制）,基础医学,医学
光电信息科学与工程,电子科学与技术,工学
光电信息科学与工程(光电信息技术方向),电子科学与技术,工学
光电信息科学与工程(光电技术与物理类),电子科学与技术,工学
光电信息科学与工程(按光电技术与物理类培养),电子科学与技术,工学
光电信息科学与工程(智能影像工程方向),材料科学与工程,工学
光电信息科学与工程【光电信息科学与工程、测控技术与仪器】,电子科学与技术,工学
光电信息科学与工程（“王大珩”光电创新实验班）,材料科学与工程,工学
光电信息科学与工程（光电信息技术方向）,电子科学与技术,工学
光电信息科学与工程（光电信息技术方向）（按光电技术与物理类招生）,电子科学与技术,工学
光电信息科学与工程（光电卓越计划实验班）,材料科学与工程,工学
光电信息科学与工程（定向）,材料科学与工程,工学
光电信息科学与工程（按光电技术与物理类培养）,电子科学与技术,工学
光电信息科学与工程（按光电技术物理类培养）,电子科学与技术,工学
光电信息科学与工程（普通类）,材料科学与工程,工学
光电信息科学与工程（王大珩光电创新实验班）,材料科学与工程,工学
光电信息科学与工程（理学学士学位）,材料科学与工程,工学
光电技术与物理类,电子科学与技术,工学
克罗地亚语,外国语言文学,文学
公共事业管理,公共管理,管理学
公共事业管理 ,公共管理,管理学
公共事业管理(卫生事业管理方向),公共管理,管理学
公共事业管理(民族班),公共管理,管理学
公共事业管理科,公共管理,管理学
公共事业管理科(社会保障管理科方向),公共管理,管理学
公共事业管理（卫生事业管理）,公共管理,管理学
公共事业管理（国家专项计划）,公共管理,管理学
公共事业管理（教育）,公共管理,管理学
公共事业管理（文科）,公共管理,管理学
公共关系,公共管理,管理学
公共关系学,公共管理,管理学
公共卫生与预防医学类,公共卫生与预防医学,医学
公共管理科类,公共管理,管理学
公共管理类,公共管理,管理学
公共管理类(南疆),公共管理,管理学
公共管理类(含社会学、社会工作、公共事业管理、行政管理、劳动与社会保障专业),公共管理,管理学
公共管理类(汉),公共管理,管理学
公共管理类(海关管理、行政管理、公共事业管理),公共管理,管理学
公共管理类(藏),公共管理,管理学
公共管理类　,公共管理,管理学
公共管理类（南疆）,公共管理,管理学
公共管理类（含公共事业管理、行政管理、劳动与社会保障专业）,公共管理,管理学
公共管理类（国家专项理）,公共管理,管理学
公共管理类（汉）,公共管理,管理学
公共管理类（行政管理、城市管理）,公共管理,管理学
公告管理类,公共管理,管理学
兵器类,兵器科学与技术,工学
兵器类（弹药工程与爆炸技术、武器系统与工程）,轻工技术与工程,工学
农业机械化及其自动化,机械工程,工学
农业机械化及其自动化 国家专项,机械工程,工学
农业机械化及其自动化（本硕博班）,机械工程,工学
农业水利工程,水利工程,工学
农业电气化,电气工程,工学
农业经济管理类,农林经济管理,管理学
农业经济管理类（民考汉）,农林经济管理,管理学
农业资源与环境,农业资源利用,农学
农业资源与环境（中加合作班）,农业资源利用,农学
农业资源与环境（本硕博班）,农业资源利用,农学
农学,作物学,农学
农学（本硕博班）,作物学,农学
农村区域发展,农业工程,工学
农村区域发展（国家专项计划）,农林经济管理,管理学
农林经济管理,农林经济管理,管理学
农林经济管理 ,农林经济管理,管理学
农林经济管理 国家专项,农林经济管理,管理学
农林经济管理（文史）,农林经济管理,管理学
农林经济管理（本硕博班）,农林经济管理,管理学
农林经济管理（梁希实验班）,农林经济管理,管理学
农林经济管理（理工）,农林经济管理,管理学
冶金工程,冶金工程,工学
制药工程,药学,医学
制药工程 ,药学,医学
制药工程(民族班),药学,医学
力学类(茅以升学院),力学,工学
功能材料,材料科学与工程,工学
动植物检疫,植物保护,农学
动物医学,生物医学工程,工学
动物医学 国家专项,生物医学工程,工学
动物医学(中兽医学方向),兽医学,农学
动物医学(宠物医学方向),生物医学工程,工学
动物医学类,生物医学工程,工学
动物医学（五年） 农学单列,生物医学工程,工学
动物医学（五年） 国家专项,生物医学工程,工学
动物医学（国家专项计划）,生物医学工程,工学
动物医学（宠物医学方向）,生物医学工程,工学
动物医学（宠物医学方向，国家专项计划）,生物医学工程,工学
动物医学（本硕博班）,生物医学工程,工学
动物生产类,生物医学工程,工学
动物生产类（动物科学、动物医学）,生物医学工程,工学
动物生产类（含动物科学、生物技术） 农学单列,生物医学工程,工学
动物生产类（含动物科学、生物技术） 国家专项,生物医学工程,工学
动物科学,生物医学工程,工学
动物科学 国家专项,生物医学工程,工学
动物科学(大数据方向),生物医学工程,工学
动物科学(拔尖人才创新实验班),生物医学工程,工学
动物科学(食品科学方向),生物医学工程,工学
动物科学（国家专项计划）,生物医学工程,工学
动物科学（本硕博班）,生物医学工程,工学
动物科学（食品科学方向）,生物医学工程,工学
动物科学（食品科学方向，国家专项计划）,生物医学工程,工学
动物药学,生物医学工程,工学
劳动与社会保障,社会学,法学
劳动与社会保障（单列类）,社会学,法学
劳动与社会保障（单列）,社会学,法学
劳动与社会保障（双语类）,社会学,法学
劳动与社会保障（普通类）,社会学,法学
勘查技术与工程,轻工技术与工程,工学
勘查技术与工程 国家专项,轻工技术与工程,工学
勘查技术与工程(勘查地球物理方向),轻工技术与工程,工学
勘查技术与工程(钻探工程方向),轻工技术与工程,工学
勘查技术与工程（含勘查技术与工程、地理信息科学、地球物理学、测绘工程）,轻工技术与工程,工学
勘查技术与工程（含勘查技术与工程、地理信息科学、地球物理学、测绘工程） 国家专项,轻工技术与工程,工学
包装工程,机械工程,工学
匈牙利语,外国语言文学,文学
化学,化学,理学
化学  (  轻化产品质量分析  ),化学,理学
化学(南单理）,化学,理学
化学(基地班),化学,理学
化学(师范),化学,理学
化学-优培计划,化学,理学
化学化工菁英班,化学,理学
化学工程与工艺,化学工程与技术,工学
化学工程与工艺(中外合作办学),化学工程与技术,工学
化学工程与工艺(中外合作办学专业),化学工程与技术,工学
化学工程与工艺(中外合作办学）,化学工程与技术,工学
化学工程与工艺(德国克劳斯),化学工程与技术,工学
化学工程与工艺(德国吕贝克),化学工程与技术,工学
化学工程与工艺(普通类）,化学工程与技术,工学
化学工程与工艺(环境科学与工程),环境科学与工程,工学
化学工程与工艺(环境科学与工程)(中外合作办学),环境科学与工程,工学
化学工程与工艺(环境科学与工程)(中外合作办学专业),环境科学与工程,工学
化学工程与工艺(面向泉州),化学工程与技术,工学
化学工程与工艺-英才班,化学工程与技术,工学
化学工程与工艺（单列）,化学工程与技术,工学
化学工程与工艺（厦门大学马来西亚分校）,化学工程与技术,工学
化学工程与工艺（含化学工程与工艺、生物工程）,化学工程与技术,工学
化学工程与工艺（含国际班）,化学工程与技术,工学
化学工程与工艺（普通类）,化学工程与技术,工学
化学工程与工艺（环境科学与工程）(中外合作办学）,环境科学与工程,工学
化学工程与工艺（环境科学与工程）（中外合作办学）,环境科学与工程,工学
化学工程与工艺（面向泉州）,化学工程与技术,工学
化学工程和工艺,化学工程与技术,工学
化学生物学,生物学,理学
化学类,化学,理学
化学类 ,化学,理学
化学类(化学、应用化学),化学,理学
化学类(化学、应用化学) ,化学,理学
化学类(化学、应用化学、材料化学),化学,理学
化学类(含化学、应用化学),化学,理学
化学类(含化学、应用化学专业),化学,理学
化学类（化妆品科学与技术类和光电信息类）,化学,理学
化学类（化学、应用化学）,化学,理学
化学类（含化学、应用化学、材料化学、高分子材料与工程、化学工程与工艺）,材料科学与工程,工学
化学类（国家专项理）,化学,理学
化学类（高校专项理）,化学,理学
化学（免费师范）,化学,理学
化学（公费师范）,化学,理学
化学（单列）,化学,理学
化学（基地）,化学,理学
化学（基础学科拔尖人才培养实验班）,化学,理学
化学（师范类）,化学,理学
化学（师范）,化学,理学
化学（普通类）,化学,理学
化学（轻化产品质量分析）,化学,理学
化学（非公费师范）,化学,理学
化工与制药类,化学工程与技术,工学
化工与制药类(含化学工程与工艺、油气储运工程、轻化工程专业),化学工程与技术,工学
化工与制药类(国际卓越工程师班),化学工程与技术,工学
化工与制药类(国际卓越工程师班）,化学工程与技术,工学
化工与制药类（创新实验班）,化学工程与技术,工学
化工与制药类（化工环境生命类创新实验班）,化学工程与技术,工学
化工与制药类（安全工程、材料化学、高分子材料与工程、化学工程与工艺、应用化学、制药工程）,化学工程与技术,工学
医学,基础医学,医学
医学信息工程,医学技术,医学
医学实验技术（医学科学实验班）,医学技术,医学
医学影像学,医学技术,医学
医学影像学(五年),医学技术,医学
医学影像学（五年制）,医学技术,医学
医学影像学（国家贫困专项）,医学技术,医学
医学技术类,医学技术,医学
医学检验技术,医学技术,医学
医学检验技术 ,医学技术,医学
医学试验班（5+3一体化）,基础医学,医学
医学试验班（临床类定向）,基础医学,医学
医学试验班（临床类）,基础医学,医学
医学试验班（侯宗濂班H）,基础医学,医学
医学试验班（侯宗濂班）,基础医学,医学
医学试验班（侯宗濂班）（医学）,基础医学,医学
医学试验班（护理学）,基础医学,医学
医学试验班（非临床类）,基础医学,医学
医学试验班（预防）（医学）,基础医学,医学
医学试验班（预防）（单设批）,基础医学,医学
医学试验班（预防）（国家专项理）,基础医学,医学
医学院,基础医学,医学
医药,药学,医学
卫生检验与检疫,公共卫生与预防医学,医学
印度尼西亚语,外国语言文学,文学
历史学,中国史,历史学
历史学(基地班),中国史,历史学
历史学(师范),中国史,历史学
历史学类,中国史,历史学
历史学类 ,中国史,历史学
历史学类（南疆计划）,中国史,历史学
历史学（免费师范）,中国史,历史学
历史学（公费师范）,中国史,历史学
历史学（单列类）,中国史,历史学
历史学（双语类）,中国史,历史学
历史学（基地班）,中国史,历史学
历史学（师范）,中国史,历史学
历史学（文史哲基地）,中国史,历史学
历史学（普通类）,中国史,历史学
历史学（蒙授）,中国史,历史学
历史学（非公费师范）,中国史,历史学
历史建筑保护工程,中国史,历史学
历史组,中国史,历史学
口腔医学,口腔医学,医学
口腔医学 ,口腔医学,医学
口腔医学(5+3),口腔医学,医学
口腔医学(五加三一体化),口腔医学,医学
口腔医学(五年),口腔医学,医学
口腔医学(五年制),口腔医学,医学
口腔医学(南单理）,口腔医学,医学
口腔医学技术,口腔医学,医学
口腔医学类,口腔医学,医学
口腔医学类（医学）,口腔医学,医学
口腔医学（5+3）,口腔医学,医学
口腔医学（五年制本科）,口腔医学,医学
口腔医学（五年制）,口腔医学,医学
口腔医学（五年）,口腔医学,医学
口腔医学（国家贫困专项）,口腔医学,医学
口腔医学（学制五年）,口腔医学,医学
古典文献学,考古学,历史学
哲学,哲学,哲学
哲学 ,哲学,哲学
哲学类,哲学,哲学
哲学（文史哲基地）,哲学,哲学
商务经济学,理论经济学,经济学
商务英语,电子商务,管理学
园林,风景园林学,工学
园林（国家专项计划）,风景园林学,工学
园艺,园艺学,农学
园艺(观赏园艺),园艺学,农学
园艺（中加合作班）,园艺学,农学
园艺（国家专项计划）,园艺学,农学
园艺（本硕博班）,园艺学,农学
园艺（观赏园艺方向）,园艺学,农学
国家专项|光电信息科学与工程,材料科学与工程,工学
国家专项|数学类,数学,理学
国家专项|机械类,机械工程,工学
国家专项|管理科学与工程类,管理科学与工程,管理学
国家专项|自动化,化学,理学
国家专项|英语,外国语言文学,文学
国家专项医,基础医学,医学
国家专项文,中国语言文学,文学
国家专项计划（民族）,民族学,法学
国民经济管理,农林经济管理,管理学
国民经济管理（中外合作办学）,农林经济管理,管理学
国际事务与国际关系,法学,法学
国际商务,电子商务,管理学
国际商务(全英文科教学),工商管理,管理学
国际商务（全英文科教学）,工商管理,管理学
国际商务（厦门大学马来西亚分校）,工商管理,管理学
国际商务（双语实验班）,工商管理,管理学
国际商务（外语二学位）,工商管理,管理学
国际商务（德语与德语国家研究）,工商管理,管理学
国际政治,政治学,法学
国际政治（单列类）,政治学,法学
国际政治（单列）,政治学,法学
国际政治（普通类）,政治学,法学
国际政治（民考汉）,政治学,法学
国际经济与贸易,理论经济学,经济学
国际经济与贸易(中俄合作办学),理论经济学,经济学
国际经济与贸易(国际组织人才基地班),理论经济学,经济学
